id,fecha_hora,comuna_id,comuna,ingreso_promedio_hogar,paradero_id,codigo_paradero,latitud,longitud,recorrido_id,recorrido,empresa_operadora,capacidad_pasajeros,tiempo_promedio_viaje,flujo_pasajeros,velocidad_promedio
32,2025-01-02 07:00:00,6,Santiago,1400000.0,6,ST106,-33.45,-70.6667,5,712,Metbus,120,72.85,3087,14.27
33,2025-01-02 08:00:00,4,Pudahuel,900000.0,4,PD104,-33.44,-70.74,9,Metro L6,Metro,1000,19.36,1326,49.7
34,2025-01-02 09:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,1,210,Metbus,120,56.87,2144,22.13
35,2025-01-02 10:00:00,4,Pudahuel,900000.0,4,PD104,-33.44,-70.74,4,301,Vule,115,40.59,817,33.19
36,2025-01-02 11:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,4,301,Vule,115,38.52,966,31.95
37,2025-01-02 12:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,7,Metro L4,Metro,1000,17.03,856,51.58
38,2025-01-02 13:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,3,506,Redbus,110,42.98,786,33.45
39,2025-01-02 14:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,1,210,Metbus,120,37.05,433,36.39
40,2025-01-02 15:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,4,301,Vule,115,39.02,924,32.3
41,2025-01-02 16:00:00,4,Pudahuel,900000.0,4,PD104,-33.44,-70.74,10,Metro L3,Metro,1000,17.42,239,54.04
42,2025-01-02 17:00:00,6,Santiago,1400000.0,6,ST106,-33.45,-70.6667,7,Metro L4,Metro,1000,24.74,2876,43.5
43,2025-01-02 18:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,10,Metro L3,Metro,1000,20.6,1522,48.91
44,2025-01-02 19:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,8,Metro L5,Metro,1000,19.43,1586,48.66
45,2025-01-02 20:00:00,9,Vitacura,3800000.0,9,VT109,-33.39,-70.57,1,210,Metbus,120,78.79,3204,13.3
46,2025-01-02 21:00:00,4,Pudahuel,900000.0,4,PD104,-33.44,-70.74,4,301,Vule,115,31.3,251,37.91
47,2025-01-02 22:00:00,6,Santiago,1400000.0,6,ST106,-33.45,-70.6667,9,Metro L6,Metro,1000,23.32,1798,47.81
48,2025-01-02 23:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,7,Metro L4,Metro,1000,15.3,487,53.05
49,2025-01-03 00:00:00,4,Pudahuel,900000.0,4,PD104,-33.44,-70.74,5,712,Metbus,120,30.01,476,36.03
50,2025-01-03 01:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,10,Metro L3,Metro,1000,17.1,1004,50.98
51,2025-01-03 02:00:00,6,Santiago,1400000.0,6,ST106,-33.45,-70.6667,8,Metro L5,Metro,1000,21.13,1378,49.49
52,2025-01-03 03:00:00,6,Santiago,1400000.0,6,ST106,-33.45,-70.6667,6,Metro L1,Metro,1000,17.4,700,52.2
53,2025-01-03 04:00:00,6,Santiago,1400000.0,6,ST106,-33.45,-70.6667,1,210,Metbus,120,39.08,802,33.32
54,2025-01-03 05:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,2,405,STP,100,30.95,388,36.77
55,2025-01-03 06:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,8,Metro L5,Metro,1000,17.19,1044,50.82
56,2025-01-03 07:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,9,Metro L6,Metro,1000,25.71,2242,46.03
57,2025-01-03 08:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,3,506,Redbus,110,51.87,1661,26.16
58,2025-01-03 09:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,6,Metro L1,Metro,1000,23.29,2299,45.8
59,2025-01-03 10:00:00,6,Santiago,1400000.0,6,ST106,-33.45,-70.6667,10,Metro L3,Metro,1000,21.91,1534,48.86
60,2025-01-03 11:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,1,210,Metbus,120,39.66,1085,30.96
61,2025-01-03 12:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,8,Metro L5,Metro,1000,18.77,1093,50.63
62,2025-01-03 13:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,9,Metro L6,Metro,1000,18.18,878,51.49
63,2025-01-03 14:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,4,301,Vule,115,33.64,248,37.93
64,2025-01-03 15:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,8,Metro L5,Metro,1000,17.8,895,51.42
65,2025-01-03 16:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,10,Metro L3,Metro,1000,21.72,1198,50.21
66,2025-01-03 17:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,4,301,Vule,115,60.02,2074,22.72
67,2025-01-03 18:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,10,Metro L3,Metro,1000,25.76,2361,45.56
68,2025-01-03 19:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,9,Metro L6,Metro,1000,25.43,2627,44.49
69,2025-01-03 20:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,4,301,Vule,115,55.38,2009,23.26
70,2025-01-03 21:00:00,4,Pudahuel,900000.0,4,PD104,-33.44,-70.74,4,301,Vule,115,34.7,499,35.84
71,2025-01-03 22:00:00,6,Santiago,1400000.0,6,ST106,-33.45,-70.6667,8,Metro L5,Metro,1000,17.44,705,52.18
72,2025-01-03 23:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,2,405,STP,100,42.72,1051,31.24
73,2025-01-04 00:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,10,Metro L3,Metro,1000,16.04,506,52.98
74,2025-01-04 01:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,7,Metro L4,Metro,1000,15.94,647,52.41
75,2025-01-04 02:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,8,Metro L5,Metro,1000,15.99,741,52.04
76,2025-01-04 03:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,5,712,Metbus,120,35.26,810,33.25
77,2025-01-04 04:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,7,Metro L4,Metro,1000,15.86,605,52.58
78,2025-01-04 05:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,8,Metro L5,Metro,1000,19.07,1093,50.63
79,2025-01-04 06:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,6,Metro L1,Metro,1000,19.51,902,51.39
80,2025-01-04 07:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,8,Metro L5,Metro,1000,19.95,1240,50.04
81,2025-01-04 08:00:00,4,Pudahuel,900000.0,4,PD104,-33.44,-70.74,8,Metro L5,Metro,1000,21.01,1921,47.32
82,2025-01-04 09:00:00,7,Providencia,2200000.0,7,PR107,-33.43,-70.61,5,712,Metbus,120,87.13,3491,10.91
83,2025-01-04 10:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,7,Metro L4,Metro,1000,18.19,1178,50.29
84,2025-01-04 11:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,2,405,STP,100,33.11,216,38.2
85,2025-01-04 12:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,8,Metro L5,Metro,1000,18.71,1052,50.79
86,2025-01-04 13:00:00,4,Pudahuel,900000.0,4,PD104,-33.44,-70.74,6,Metro L1,Metro,1000,18.22,999,51.0
87,2025-01-04 14:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,9,Metro L6,Metro,1000,15.78,530,52.88
88,2025-01-04 15:00:00,4,Pudahuel,900000.0,4,PD104,-33.44,-70.74,9,Metro L6,Metro,1000,16.52,600,52.6
89,2025-01-04 16:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,4,301,Vule,115,29.43,411,36.58
90,2025-01-04 17:00:00,8,Las Condes,3000000.0,8,LC108,-33.41,-70.56,8,Metro L5,Metro,1000,23.48,2578,44.69
91,2025-01-04 18:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,1,210,Metbus,120,62.1,2043,22.98
92,2025-01-04 19:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,4,301,Vule,115,66.01,2644,17.97
93,2025-01-04 20:00:00,7,Providencia,2200000.0,7,PR107,-33.43,-70.61,7,Metro L4,Metro,1000,25.15,2200,46.2
94,2025-01-04 21:00:00,4,Pudahuel,900000.0,4,PD104,-33.44,-70.74,5,712,Metbus,120,27.89,323,37.31
95,2025-01-04 22:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,4,301,Vule,115,43.54,866,32.78
96,2025-01-04 23:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,2,405,STP,100,37.7,873,32.73
97,2025-01-05 00:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,4,301,Vule,115,37.7,730,33.92
98,2025-01-05 01:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,7,Metro L4,Metro,1000,14.82,411,53.36
99,2025-01-05 02:00:00,6,Santiago,1400000.0,6,ST106,-33.45,-70.6667,9,Metro L6,Metro,1000,19.02,1087,50.65
100,2025-01-05 03:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,6,Metro L1,Metro,1000,14.96,308,53.77
101,2025-01-05 04:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,7,Metro L4,Metro,1000,15.14,271,53.92
102,2025-01-05 05:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,5,712,Metbus,120,41.45,713,34.06
103,2025-01-05 06:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,3,506,Redbus,110,33.29,424,36.47
104,2025-01-05 07:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,4,301,Vule,115,43.38,1321,28.99
105,2025-01-05 08:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,2,405,STP,100,64.34,2482,19.32
106,2025-01-05 09:00:00,4,Pudahuel,900000.0,4,PD104,-33.44,-70.74,8,Metro L5,Metro,1000,18.88,1416,49.34
107,2025-01-05 10:00:00,4,Pudahuel,900000.0,4,PD104,-33.44,-70.74,3,506,Redbus,110,34.74,583,35.14
108,2025-01-05 11:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,5,712,Metbus,120,38.67,602,34.98
109,2025-01-05 12:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,10,Metro L3,Metro,1000,16.61,345,53.62
110,2025-01-05 13:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,5,712,Metbus,120,32.2,568,35.27
111,2025-01-05 14:00:00,6,Santiago,1400000.0,6,ST106,-33.45,-70.6667,6,Metro L1,Metro,1000,18.11,1036,50.86
112,2025-01-05 15:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,9,Metro L6,Metro,1000,20.64,1017,50.93
113,2025-01-05 16:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,8,Metro L5,Metro,1000,17.68,363,53.55
114,2025-01-05 17:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,9,Metro L6,Metro,1000,24.12,2651,44.4
115,2025-01-05 18:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,5,712,Metbus,120,68.2,2716,17.37
116,2025-01-05 19:00:00,9,Vitacura,3800000.0,9,VT109,-33.39,-70.57,6,Metro L1,Metro,1000,24.89,2809,43.76
117,2025-01-05 20:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,3,506,Redbus,110,71.44,2740,17.17
118,2025-01-05 21:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,1,210,Metbus,120,40.77,1164,30.3
119,2025-01-05 22:00:00,6,Santiago,1400000.0,6,ST106,-33.45,-70.6667,5,712,Metbus,120,49.03,1495,27.54
120,2025-01-05 23:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,8,Metro L5,Metro,1000,18.99,695,52.22
121,2025-01-06 00:00:00,6,Santiago,1400000.0,6,ST106,-33.45,-70.6667,7,Metro L4,Metro,1000,19.74,1549,48.8
122,2025-01-06 01:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,10,Metro L3,Metro,1000,18.36,888,51.45
123,2025-01-06 02:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,6,Metro L1,Metro,1000,17.11,374,53.5
124,2025-01-06 03:00:00,10,Lo Barnechea,4200000.0,10,LB110,-33.35,-70.52,4,301,Vule,115,47.33,1180,30.17
125,2025-01-06 04:00:00,8,Las Condes,3000000.0,8,LC108,-33.41,-70.56,2,405,STP,100,56.37,1725,25.62
126,2025-01-06 05:00:00,6,Santiago,1400000.0,6,ST106,-33.45,-70.6667,10,Metro L3,Metro,1000,20.71,950,51.2
127,2025-01-06 06:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,8,Metro L5,Metro,1000,16.68,337,53.65
128,2025-01-06 07:00:00,4,Pudahuel,900000.0,4,PD104,-33.44,-70.74,2,405,STP,100,56.92,1916,24.03
129,2025-01-06 08:00:00,4,Pudahuel,900000.0,4,PD104,-33.44,-70.74,2,405,STP,100,54.32,1723,25.64
130,2025-01-06 09:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,7,Metro L4,Metro,1000,21.94,1282,49.87
131,2025-01-06 10:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,3,506,Redbus,110,27.85,417,36.52
132,2025-01-06 11:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,4,301,Vule,115,39.45,650,34.58
133,2025-01-06 12:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,8,Metro L5,Metro,1000,17.96,436,53.26
134,2025-01-06 13:00:00,7,Providencia,2200000.0,7,PR107,-33.43,-70.61,4,301,Vule,115,40.47,851,32.91
135,2025-01-06 14:00:00,7,Providencia,2200000.0,7,PR107,-33.43,-70.61,6,Metro L1,Metro,1000,18.13,696,52.22
136,2025-01-06 15:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,9,Metro L6,Metro,1000,19.01,1012,50.95
137,2025-01-06 16:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,8,Metro L5,Metro,1000,15.46,283,53.87
138,2025-01-06 17:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,3,506,Redbus,110,66.19,2534,18.88
139,2025-01-06 18:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,9,Metro L6,Metro,1000,22.16,1849,47.6
140,2025-01-06 19:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,8,Metro L5,Metro,1000,26.19,2403,45.39
141,2025-01-06 20:00:00,4,Pudahuel,900000.0,4,PD104,-33.44,-70.74,1,210,Metbus,120,55.04,1715,25.71
142,2025-01-06 21:00:00,6,Santiago,1400000.0,6,ST106,-33.45,-70.6667,6,Metro L1,Metro,1000,17.21,733,52.07
143,2025-01-06 22:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,2,405,STP,100,41.32,727,33.94
144,2025-01-06 23:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,9,Metro L6,Metro,1000,20.47,1050,50.8
145,2025-01-07 00:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,7,Metro L4,Metro,1000,17.03,584,52.66
146,2025-01-07 01:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,7,Metro L4,Metro,1000,20.58,1103,50.59
147,2025-01-07 02:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,2,405,STP,100,37.37,872,32.73
148,2025-01-07 03:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,6,Metro L1,Metro,1000,17.48,370,53.52
149,2025-01-07 04:00:00,4,Pudahuel,900000.0,4,PD104,-33.44,-70.74,7,Metro L4,Metro,1000,17.44,1093,50.63
150,2025-01-07 05:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,8,Metro L5,Metro,1000,16.83,828,51.69
151,2025-01-07 06:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,1,210,Metbus,120,38.74,676,34.37
152,2025-01-07 07:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,8,Metro L5,Metro,1000,19.58,1511,48.96
153,2025-01-07 08:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,2,405,STP,100,62.56,2486,19.28
154,2025-01-07 09:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,6,Metro L1,Metro,1000,20.92,1273,49.91
155,2025-01-07 10:00:00,6,Santiago,1400000.0,6,ST106,-33.45,-70.6667,3,506,Redbus,110,36.32,686,34.28
156,2025-01-07 11:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,4,301,Vule,115,29.35,291,37.58
157,2025-01-07 12:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,10,Metro L3,Metro,1000,18.69,473,53.11
158,2025-01-07 13:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,4,301,Vule,115,34.64,702,34.15
159,2025-01-07 14:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,10,Metro L3,Metro,1000,18.24,1051,50.8
160,2025-01-07 15:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,9,Metro L6,Metro,1000,18.48,492,53.03
161,2025-01-07 16:00:00,10,Lo Barnechea,4200000.0,10,LB110,-33.35,-70.52,2,405,STP,100,36.77,749,33.76
162,2025-01-07 17:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,3,506,Redbus,110,61.63,2177,21.86
163,2025-01-07 18:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,8,Metro L5,Metro,1000,24.31,2624,44.5
164,2025-01-07 19:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,3,506,Redbus,110,62.17,2297,20.86
165,2025-01-07 20:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,9,Metro L6,Metro,1000,21.85,1431,49.28
166,2025-01-07 21:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,8,Metro L5,Metro,1000,17.62,203,54.19
167,2025-01-07 22:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,7,Metro L4,Metro,1000,16.47,575,52.7
168,2025-01-07 23:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,7,Metro L4,Metro,1000,20.74,969,51.12
169,2025-01-08 00:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,6,Metro L1,Metro,1000,19.61,799,51.8
170,2025-01-08 01:00:00,4,Pudahuel,900000.0,4,PD104,-33.44,-70.74,7,Metro L4,Metro,1000,16.77,341,53.64
171,2025-01-08 02:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,5,712,Metbus,120,34.92,875,32.71
172,2025-01-08 03:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,2,405,STP,100,33.69,267,37.77
173,2025-01-08 04:00:00,6,Santiago,1400000.0,6,ST106,-33.45,-70.6667,4,301,Vule,115,53.61,1504,27.47
174,2025-01-08 05:00:00,4,Pudahuel,900000.0,4,PD104,-33.44,-70.74,7,Metro L4,Metro,1000,16.96,946,51.22
175,2025-01-08 06:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,5,712,Metbus,120,35.26,351,37.08
176,2025-01-08 07:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,8,Metro L5,Metro,1000,21.39,1505,48.98
177,2025-01-08 08:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,3,506,Redbus,110,57.67,1821,24.82
178,2025-01-08 09:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,1,210,Metbus,120,64.51,2071,22.74
179,2025-01-08 10:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,5,712,Metbus,120,38.57,610,34.92
180,2025-01-08 11:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,5,712,Metbus,120,38.97,936,32.2
181,2025-01-08 12:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,8,Metro L5,Metro,1000,14.84,218,54.13
182,2025-01-08 13:00:00,6,Santiago,1400000.0,6,ST106,-33.45,-70.6667,3,506,Redbus,110,50.25,1364,28.63
183,2025-01-08 14:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,8,Metro L5,Metro,1000,18.83,1080,50.68
184,2025-01-08 15:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,1,210,Metbus,120,30.24,213,38.23
185,2025-01-08 16:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,2,405,STP,100,29.56,246,37.95
186,2025-01-08 17:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,1,210,Metbus,120,58.41,2251,21.24
187,2025-01-08 18:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,4,301,Vule,115,63.82,2532,18.9
188,2025-01-08 19:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,7,Metro L4,Metro,1000,25.39,2098,46.61
189,2025-01-08 20:00:00,4,Pudahuel,900000.0,4,PD104,-33.44,-70.74,8,Metro L5,Metro,1000,21.64,2037,46.85
190,2025-01-08 21:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,2,405,STP,100,35.56,412,36.57
191,2025-01-08 22:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,2,405,STP,100,42.31,759,33.67
192,2025-01-08 23:00:00,8,Las Condes,3000000.0,8,LC108,-33.41,-70.56,4,301,Vule,115,41.31,1161,30.32
193,2025-01-09 00:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,9,Metro L6,Metro,1000,14.78,317,53.73
194,2025-01-09 01:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,6,Metro L1,Metro,1000,19.69,999,51.0
195,2025-01-09 02:00:00,8,Las Condes,3000000.0,8,LC108,-33.41,-70.56,3,506,Redbus,110,52.19,1692,25.9
196,2025-01-09 03:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,1,210,Metbus,120,45.99,1061,31.16
197,2025-01-09 04:00:00,2,Maipu,950000.0,2,MA102,-33.51,-70.76,8,Metro L5,Metro,1000,17.11,227,54.09
198,2025-01-09 05:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,6,Metro L1,Metro,1000,18.01,921,51.32
199,2025-01-09 06:00:00,6,Santiago,1400000.0,6,ST106,-33.45,-70.6667,7,Metro L4,Metro,1000,20.85,1379,49.48
200,2025-01-09 07:00:00,5,La Florida,1100000.0,5,LF105,-33.52,-70.58,8,Metro L5,Metro,1000,19.17,1266,49.94
201,2025-01-09 08:00:00,1,Puente Alto,850000.0,1,PA101,-33.6111,-70.5755,1,210,Metbus,120,54.71,1939,23.84
202,2025-01-09 09:00:00,3,San Bernardo,800000.0,3,SB103,-33.59,-70.7,10,Metro L3,Metro,1000,24.21,2387,45.45
